id,name,score,timestamp,category
8314,Men in Black (1997),5,891914605,Action
8315,Naked Gun 33 1/3: The Final Insult (1994),2,883712804,Comedy
8316,Volcano (1997),2,884901497,Drama
8317,Real Genius (1985),3,885921669,Comedy
8318,Dante's Peak (1997),4,882570077,Action
8319,Apocalypse Now (1979),5,888556634,Drama
8320,Young Frankenstein (1974),3,877107085,Comedy
8321,Dumb & Dumber (1994),3,880175157,Comedy
8322,Highlander (1986),4,881059461,Action
8323,"Prophecy, The (1995)",4,879362407,Horror
8324,Dave (1993),3,891694340,Comedy
8325,Some Like It Hot (1959),5,875728435,Comedy
8326,Kiss the Girls (1997),1,878718996,Crime
8327,"Hunchback of Notre Dame, The (1996)",3,887863802,Animation
8328,Independence Day (ID4) (1996),2,887822530,Action
8329,Scream (1996),3,888464916,Horror
8330,Air Force One (1997),1,875665867,Action
8331,Carlito's Way (1993),3,880845049,Crime
8332,While You Were Sleeping (1995),3,890023646,Comedy
8333,Waterworld (1995),5,891561999,Action
8334,Top Gun (1986),4,885954133,Action
8335,"Preacher's Wife, The (1996)",4,886434421,Drama
8336,"Big Sleep, The (1946)",5,887738847,Film-Noir
8337,Audrey Rose (1977),2,892920480,Horror
8338,Under Siege (1992),5,891195444,Action
8339,Better Off Dead... (1985),1,891449843,Comedy
8340,Jumanji (1995),2,880153077,Action
8341,Batman Returns (1992),3,879848646,Action
8342,"Candidate, The (1972)",3,892530004,Drama
8343,"Ice Storm, The (1997)",4,891636192,Drama
8344,"Full Monty, The (1997)",4,879447500,Comedy
8345,"Big Sleep, The (1946)",4,879722300,Film-Noir
8346,"Doors, The (1991)",2,881980034,Drama
8347,Grumpier Old Men (1995),3,876537056,Comedy
8348,In Love and War (1996),2,876190623,Romance
8349,Primal Fear (1996),3,887160702,Drama
8350,Beautiful Thing (1996),5,891986999,Drama
8351,Toy Story (1995),4,882340657,Animation
8352,Virtuosity (1995),1,879818799,Sci-Fi
8353,"Fugitive, The (1993)",5,886396192,Action
8354,Dead Man Walking (1995),4,883876572,Drama
8355,"Parent Trap, The (1961)",3,885716369,Children's
8356,"English Patient, The (1996)",4,888638335,Drama
8357,French Kiss (1995),4,879735678,Comedy
8358,When a Man Loves a Woman (1994),5,880160080,Drama
8359,Jungle2Jungle (1997),2,879442892,Children's
8360,Junior (1994),3,876369995,Comedy
8361,Maverick (1994),3,891387542,Action
8362,In Love and War (1996),4,880557464,Romance
8363,"Shawshank Redemption, The (1994)",4,877139301,Drama
8364,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3,883956417,Comedy
8365,When the Cats Away (Chacun cherche son chat) (1996),3,891499542,Comedy
8366,I.Q. (1994),3,875671891,Comedy
8367,Rear Window (1954),5,882345975,Mystery
8368,Georgia (1995),3,886030347,Drama
8369,"Birdcage, The (1996)",2,876243015,Comedy
8370,Natural Born Killers (1994),5,884061084,Action
8371,"Parent Trap, The (1961)",4,879184710,Children's
8372,Twister (1996),4,888888994,Action
8373,Reality Bites (1994),3,883389053,Comedy
8374,"Unbearable Lightness of Being, The (1988)",4,875656086,Drama
8375,"Rock, The (1996)",5,879192901,Action
8376,Twelve Monkeys (1995),2,888539992,Drama
8377,True Romance (1993),5,875806791,Action
8378,Shall We Dance? (1996),3,881954219,Comedy
8379,Chasing Amy (1997),4,887737629,Drama
8380,"Indian in the Cupboard, The (1995)",2,875351906,Adventure
8381,Raiders of the Lost Ark (1981),5,888887354,Action
8382,G.I. Jane (1997),2,892685592,Action
8383,"Last of the Mohicans, The (1992)",4,884061623,Action
8384,Indiana Jones and the Last Crusade (1989),4,885754058,Action
8385,Get Shorty (1995),4,891195154,Action
8386,2001: A Space Odyssey (1968),4,891191659,Drama
8387,Heavy Metal (1981),3,878438807,Action
8388,"Wizard of Oz, The (1939)",4,891372365,Adventure
8389,Fly Away Home (1996),2,888475101,Adventure
8390,Seven Years in Tibet (1997),3,885753435,Drama
8391,Boomerang (1992),1,892785194,Comedy
8392,Killing Zoe (1994),4,874834735,Thriller
8393,Apt Pupil (1998),4,889491560,Drama
8394,Othello (1995),4,887064193,Drama
8395,Fargo (1996),5,880387474,Crime
8396,Dances with Wolves (1990),4,879305143,Adventure
8397,"Devil's Own, The (1997)",2,885712224,Action
8398,"Terminator, The (1984)",4,874863155,Action
8399,"Shining, The (1980)",4,887838450,Horror
8400,Snow White and the Seven Dwarfs (1937),4,891448580,Animation
8401,"Jackal, The (1997)",1,886029239,Action
8402,Real Genius (1985),3,881529904,Comedy
8403,Amadeus (1984),5,891332293,Drama
8404,"English Patient, The (1996)",5,880158316,Drama
8405,"Lion King, The (1994)",4,878847576,Animation
8406,"Fox and the Hound, The (1981)",1,877107189,Animation
8407,Body Parts (1991),1,875985840,Horror
8408,"Saint, The (1997)",1,888806270,Action
8409,My Left Foot (1989),4,879373568,Drama
8410,Gone with the Wind (1939),5,882136396,Drama
8411,Jackie Chan's First Strike (1996),3,874815947,Action
8412,Monty Python's Life of Brian (1979),4,879992739,Comedy
8413,Independence Day (ID4) (1996),1,888558565,Action
8414,"Three Musketeers, The (1993)",3,891905279,Action
8415,Liar Liar (1997),4,880158502,Comedy
8416,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),4,879532693,Comedy
8417,Richie Rich (1994),3,877131738,Children's
8418,Heat (1995),3,875051100,Action
8419,Twelve Monkeys (1995),3,875324876,Drama
8420,"Last of the Mohicans, The (1992)",2,891700945,Action
8421,My Man Godfrey (1936),4,891250363,Comedy
8422,Twister (1996),5,880261450,Action
8423,Desperado (1995),4,879310730,Action
8424,Full Metal Jacket (1987),2,880315243,Action
8425,Mulholland Falls (1996),3,875730532,Crime
8426,"English Patient, The (1996)",5,886711452,Drama
8427,Farinelli: il castrato (1994),4,882677715,Drama
8428,Lawrence of Arabia (1962),4,884365202,Adventure
8429,Speed 2: Cruise Control (1997),3,883425485,Action
8430,In & Out (1997),4,879449243,Comedy
8431,Groundhog Day (1993),2,874854745,Comedy
8432,My Fellow Americans (1996),3,876536198,Comedy
8433,"Fifth Element, The (1997)",3,887235144,Action
8434,"Walk in the Clouds, A (1995)",2,880089015,Drama
8435,"Brothers McMullen, The (1995)",3,881274936,Comedy
8436,"Ice Storm, The (1997)",4,885990862,Drama
8437,Shall We Dance? (1996),4,875129238,Comedy
8438,Tin Cup (1996),3,874792521,Comedy
8439,"Devil's Own, The (1997)",2,893283728,Action
8440,Eye for an Eye (1996),4,880313929,Drama
8441,Under Siege (1992),3,891722934,Action
8442,Money Talks (1997),1,884130009,Action
8443,Star Wars (1977),4,879440912,Action
8444,Ruby in Paradise (1993),4,888105612,Drama
8445,"Full Monty, The (1997)",4,886831415,Comedy
8446,Like Water For Chocolate (Como agua para chocolate) (1992),4,874864182,Drama
8447,"Lion King, The (1994)",3,879994581,Animation
8448,Searching for Bobby Fischer (1993),1,875306613,Drama
8449,Cinderella (1950),3,880870130,Animation
8450,Blade Runner (1982),3,880498996,Film-Noir
8451,E.T. the Extra-Terrestrial (1982),3,883875388,Children's
8452,Swimming with Sharks (1995),4,881105701,Comedy
8453,L.A. Confidential (1997),5,881523612,Crime
8454,"Santa Clause, The (1994)",5,875914939,Children's
8455,"Big Sleep, The (1946)",5,877892210,Film-Noir
8456,"Nightmare Before Christmas, The (1993)",2,879309993,Children's
8457,Wolf (1994),2,879362359,Drama
8458,Singin' in the Rain (1952),4,878092802,Musical
8459,Being There (1979),4,880087026,Comedy
8460,Jane Eyre (1996),4,877385922,Drama
8461,Sneakers (1992),4,879362835,Crime
8462,Cliffhanger (1993),3,891028472,Action
8463,"Horse Whisperer, The (1998)",4,887049214,Drama
8464,Jurassic Park (1993),4,876533912,Action
8465,Red Rock West (1992),3,879618385,Thriller
8466,"Shadow, The (1994)",3,885049535,Action
8467,Bottle Rocket (1996),5,881432392,Comedy
8468,Desperate Measures (1998),4,883757670,Crime
8469,Groundhog Day (1993),4,875727189,Comedy
8470,Boys Life (1995),1,876032973,Drama
8471,Star Trek: First Contact (1996),5,879381128,Action
8472,Ghost (1990),4,879735679,Comedy
8473,Air Bud (1997),3,885059658,Children's
8474,Primal Fear (1996),3,879439256,Drama
8475,Ransom (1996),1,887159464,Drama
8476,Ghosts of Mississippi (1996),4,878847804,Drama
8477,Independence Day (ID4) (1996),2,888466002,Action
8478,Ransom (1996),4,884119830,Drama
8479,"Kiss Me, Guido (1997)",3,886831637,Comedy
8480,"Young Poisoner's Handbook, The (1995)",4,877979407,Crime
8481,Sabrina (1995),3,879536723,Comedy
8482,"English Patient, The (1996)",3,885753435,Drama
8483,Star Wars (1977),5,891409839,Action
8484,Only You (1994),4,883950364,Comedy
8485,Kingpin (1996),4,880166938,Comedy
8486,True Romance (1993),4,874778515,Action
8487,"American Werewolf in London, An (1981)",4,877131961,Horror
8488,Wes Craven's New Nightmare (1994),2,883253903,Horror
8489,Rob Roy (1995),3,888890730,Drama
8490,With Honors (1994),4,889729212,Comedy
8491,Henry V (1989),5,886187538,Drama
8492,Die Hard 2 (1990),3,881694978,Action
8493,Excess Baggage (1997),2,874950972,Adventure
8494,To Kill a Mockingbird (1962),3,882427124,Drama
8495,Living in Oblivion (1995),4,878438332,Comedy
8496,Indiana Jones and the Last Crusade (1989),5,891354612,Action
8497,Taxi Driver (1976),4,891309177,Drama
8498,Apollo 13 (1995),4,887736175,Action
8499,Bob Roberts (1992),3,883249522,Comedy
8500,"Godfather, The (1972)",4,891495169,Action
8501,"Adventures of Priscilla, Queen of the Desert, The (1994)",4,876351582,Comedy
8502,Die Hard 2 (1990),3,883711966,Action
8503,Crimson Tide (1995),3,886989057,Drama
8504,Money Talks (1997),3,884717404,Action
8505,Bullets Over Broadway (1994),5,885545552,Comedy
8506,Apollo 13 (1995),4,891034052,Action
8507,"Birds, The (1963)",4,880568638,Horror
8508,Hard Eight (1996),5,891961798,Crime
8509,"Streetcar Named Desire, A (1951)",4,882813623,Drama
8510,Stealing Beauty (1996),2,879435212,Drama
8511,Face/Off (1997),4,892859148,Action
8512,Twelve Monkeys (1995),2,879464215,Drama
8513,Indiana Jones and the Last Crusade (1989),5,888632496,Action
8514,Pulp Fiction (1994),5,882064021,Crime
8515,Maximum Risk (1996),4,883713632,Action
8516,Tomorrow Never Dies (1997),3,891627815,Action
8517,True Romance (1993),4,884295080,Action
8518,Bed of Roses (1996),3,875722246,Drama
8519,Coneheads (1993),4,889731437,Comedy
8520,Men of Means (1998),1,888180049,Action
8521,Ben-Hur (1959),4,884673930,Action
8522,Pulp Fiction (1994),5,880577804,Crime
8523,Star Wars (1977),4,880130155,Action
8524,Six Degrees of Separation (1993),5,884122112,Drama
8525,Best of the Best 3: No Turning Back (1995),1,888466349,Action
8526,E.T. the Extra-Terrestrial (1982),5,880868235,Children's
8527,GoldenEye (1995),4,886609006,Action
8528,"Silence of the Lambs, The (1991)",2,883668097,Drama
8529,Mystery Science Theater 3000: The Movie (1996),4,887043421,Comedy
8530,Chinatown (1974),5,882425701,Film-Noir
8531,Pink Floyd - The Wall (1982),4,879993871,Drama
8532,Jaws (1975),4,891283161,Action
8533,Rosewood (1997),4,884326382,Drama
8534,Mars Attacks! (1996),3,877126963,Action
8535,Brazil (1985),3,891199367,Sci-Fi
8536,Searching for Bobby Fischer (1993),3,891307931,Drama
8537,Blade Runner (1982),5,891956825,Film-Noir
8538,Billy Madison (1995),3,883950859,Comedy
8539,Dead Man Walking (1995),3,875721889,Drama
8540,"Fish Called Wanda, A (1988)",4,884197419,Comedy
8541,Mary Shelley's Frankenstein (1994),3,883950753,Drama
8542,"Full Monty, The (1997)",5,891208451,Comedy
8543,Twelve Monkeys (1995),4,884642160,Drama
8544,Little Women (1994),4,882395537,Drama
8545,Jade (1995),3,882350813,Thriller
8546,E.T. the Extra-Terrestrial (1982),4,877212367,Children's
8547,Gone with the Wind (1939),4,891249675,Drama
8548,Quiz Show (1994),4,884916322,Drama
8549,Money Talks (1997),2,881105677,Action
8550,Star Trek: The Motion Picture (1979),3,879445281,Action
8551,Twelve Monkeys (1995),4,875323676,Drama
8552,Escape from New York (1981),2,884753061,Action
8553,Tombstone (1993),4,888890052,Western
8554,Dead Man Walking (1995),4,887158266,Drama
8555,Unforgettable (1996),3,875731022,Sci-Fi
8556,Butch Cassidy and the Sundance Kid (1969),5,882212651,Action
8557,Last Man Standing (1996),2,875297195,Action
8558,Mad City (1997),2,879743848,Action
8559,Jean de Florette (1986),5,880936863,Drama
8560,Twelve Monkeys (1995),3,876869387,Drama
8561,Private Parts (1997),3,874828163,Comedy
8562,Mouse Hunt (1997),2,891415257,Children's
8563,"Abyss, The (1989)",4,876035968,Action
8564,Rear Window (1954),5,882373088,Mystery
8565,Terminator 2: Judgment Day (1991),5,877975070,Action
8566,Mars Attacks! (1996),2,879535207,Action
8567,"Quest, The (1996)",4,875297381,Action
8568,"Day the Earth Stood Still, The (1951)",4,875306910,Drama
8569,Volcano (1997),3,886960535,Drama
8570,"Fugitive, The (1993)",5,888639019,Action
8571,Men in Black (1997),3,891499278,Action
8572,Species (1995),1,890031021,Sci-Fi
8573,"Christmas Carol, A (1938)",5,892662070,Drama
8574,Aladdin (1992),4,876537679,Animation
8575,Jackie Chan's First Strike (1996),4,885075304,Action
8576,"English Patient, The (1996)",4,891489299,Drama
8577,Speed (1994),3,883711476,Action
8578,Bullets Over Broadway (1994),3,891193132,Comedy
8579,Beauty and the Beast (1991),2,880235060,Animation
8580,Star Wars (1977),3,879667937,Action
8581,Don Juan DeMarco (1995),5,888556046,Comedy
8582,Love Affair (1994),3,883950665,Drama
8583,Big Night (1996),4,878918332,Drama
8584,"War, The (1994)",2,880242421,Adventure
8585,Phenomenon (1996),4,886832757,Drama
8586,Star Wars (1977),4,880474394,Action
8587,Bananas (1971),4,887477168,Comedy
8588,"Fifth Element, The (1997)",4,888444088,Action
8589,"Lost World: Jurassic Park, The (1997)",4,879441160,Action
8590,Top Gun (1986),3,878738187,Action
8591,Bogus (1996),1,876770673,Children's
8592,"Piano, The (1993)",2,879456078,Drama
8593,Young Frankenstein (1974),5,879991037,Comedy
8594,Heathers (1989),5,892433771,Comedy
8595,"City of Lost Children, The (1995)",5,880843465,Adventure
8596,Mortal Kombat (1995),3,889555384,Action
8597,"Man Who Would Be King, The (1975)",5,875726708,Adventure
8598,Fly Away Home (1996),3,889289240,Adventure
8599,Marvin's Room (1996),4,874775465,Drama
8600,"Nutty Professor, The (1996)",2,881705350,Comedy
8601,"Remains of the Day, The (1993)",4,891992008,Drama
8602,Seven (Se7en) (1995),4,884035774,Crime
8603,Rumble in the Bronx (1995),2,877108385,Action
8604,Bob Roberts (1992),5,883949156,Comedy
8605,"Crow, The (1994)",4,876067192,Action
8606,"Basketball Diaries, The (1995)",4,884140115,Drama
8607,Patton (1970),3,892528605,Drama
8608,Dave (1993),4,891456509,Comedy
8609,"Man Who Would Be King, The (1975)",3,879990531,Adventure
8610,"Magnificent Seven, The (1954)",2,874729749,Action
8611,Henry V (1989),4,882346900,Drama
8612,True Romance (1993),5,883389776,Action
8613,Heathers (1989),4,883364250,Comedy
8614,Chasing Amy (1997),4,892697982,Drama
8615,Being There (1979),5,891310067,Comedy
8616,Being There (1979),5,886609330,Comedy
8617,"Shining, The (1980)",4,875131847,Horror
8618,"Ref, The (1994)",3,877758078,Comedy
8619,"Devil's Advocate, The (1997)",4,891489250,Crime
8620,"Killing Fields, The (1984)",4,884634818,Drama
8621,Indiana Jones and the Last Crusade (1989),3,878940584,Action
8622,Angels and Insects (1995),1,875289499,Drama
8623,Casino (1995),3,893188650,Drama
8624,Swingers (1996),5,880332333,Comedy
8625,Lawrence of Arabia (1962),5,879428354,Adventure
8626,Heat (1995),2,883415418,Action
8627,Toy Story (1995),5,878148365,Animation
8628,City Hall (1996),2,874786632,Drama
8629,"Man Who Would Be King, The (1975)",3,879531195,Adventure
8630,Little City (1998),5,891692168,Comedy
8631,Strawberry and Chocolate (Fresa y chocolate) (1993),3,887693376,Drama
8632,Fargo (1996),5,879875465,Crime
8633,Barcelona (1994),3,888066614,Comedy
8634,Terminal Velocity (1994),4,885690819,Action
8635,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1,879793358,Comedy
8636,Cliffhanger (1993),4,886610840,Action
8637,"Ref, The (1994)",3,892838424,Comedy
8638,Primal Fear (1996),2,875036139,Drama
8639,"Manchurian Candidate, The (1962)",5,891038401,Film-Noir
8640,Butch Cassidy and the Sundance Kid (1969),4,891696895,Action
8641,Eve's Bayou (1997),2,888538175,Drama
8642,Andre (1994),4,877889163,Adventure
8643,GoodFellas (1990),5,882425701,Crime
8644,"Beautician and the Beast, The (1997)",3,879437845,Comedy
8645,Homeward Bound: The Incredible Journey (1993),4,883950634,Adventure
8646,"20,000 Leagues Under the Sea (1954)",4,883948948,Adventure
8647,"Maltese Falcon, The (1941)",5,891282963,Film-Noir
8648,Pete's Dragon (1977),2,892737210,Adventure
8649,Miller's Crossing (1990),4,876465408,Drama
8650,"Substitute, The (1996)",2,875962718,Action
8651,"Arrival, The (1996)",3,880394233,Action
8652,Jackie Chan's First Strike (1996),4,875049038,Action
8653,Jungle2Jungle (1997),4,891356085,Children's
8654,Star Trek: Generations (1994),2,888556968,Action
8655,Gone with the Wind (1939),5,888887984,Drama
8656,Singin' in the Rain (1952),4,891204271,Musical
8657,"Right Stuff, The (1983)",3,891250142,Drama
8658,Mr. Holland's Opus (1995),3,880354436,Drama
8659,Harold and Maude (1971),2,884881754,Comedy
8660,Rear Window (1954),3,879541298,Mystery
8661,Seven (Se7en) (1995),4,891446720,Crime
8662,Private Benjamin (1980),3,885713807,Comedy
8663,Reality Bites (1994),2,879270213,Comedy
8664,Timecop (1994),2,888522613,Action
8665,Nine Months (1995),2,879270213,Comedy
8666,Pulp Fiction (1994),5,882678483,Crime
8667,"Family Thing, A (1996)",4,875729106,Comedy
8668,Mission: Impossible (1996),5,892660954,Action
8669,101 Dalmatians (1996),2,892719172,Children's
8670,Big Bully (1996),2,888479537,Comedy
8671,Bedknobs and Broomsticks (1971),2,880153378,Adventure
8672,Mother (1996),4,879013651,Comedy
8673,Apocalypse Now (1979),4,891308927,Drama
8674,In & Out (1997),2,892052070,Comedy
8675,Mother (1996),4,879786943,Comedy
8676,Apocalypse Now (1979),5,875980306,Drama
8677,"Game, The (1997)",2,885953574,Mystery
8678,G.I. Jane (1997),4,889067216,Action
8679,In & Out (1997),2,891030032,Comedy
8680,Sense and Sensibility (1995),2,879969210,Drama
8681,That Thing You Do! (1996),3,889492796,Comedy
8682,"Remains of the Day, The (1993)",5,880383098,Drama
8683,Harriet the Spy (1996),3,883530818,Children's
8684,My Life as a Dog (Mitt liv som hund) (1985),4,881698976,Drama
8685,"Game, The (1997)",5,891037521,Mystery
8686,One Flew Over the Cuckoo's Nest (1975),4,886366454,Drama
8687,Kingpin (1996),1,885605988,Comedy
8688,Aliens (1986),4,878438807,Action
8689,Cyrano de Bergerac (1990),2,879446529,Action
8690,"Birdcage, The (1996)",5,889132252,Comedy
8691,Home for the Holidays (1995),2,877758001,Drama
8692,Flubber (1997),1,882607690,Children's
8693,Air Force One (1997),4,884795612,Action
8694,Homeward Bound: The Incredible Journey (1993),3,878847673,Adventure
8695,So I Married an Axe Murderer (1993),4,886533227,Comedy
8696,William Shakespeare's Romeo and Juliet (1996),4,891448473,Drama
8697,Paradise Lost: The Child Murders at Robin Hood Hills (1996),3,887159530,Documentary
8698,Body Snatchers (1993),2,888557804,Horror
8699,Rear Window (1954),5,886182631,Mystery
8700,Son in Law (1993),1,891387979,Comedy
8701,Blade Runner (1982),5,883948003,Film-Noir
8702,Flubber (1997),3,883432515,Children's
8703,Monty Python's Life of Brian (1979),3,891191401,Comedy
8704,"Saint, The (1997)",3,888529054,Action
8705,Airheads (1994),1,885547605,Comedy
8706,With Honors (1994),3,879530866,Comedy
8707,My Fair Lady (1964),3,891987689,Musical
8708,Angels and Insects (1995),4,879147239,Drama
8709,"Madness of King George, The (1994)",4,888888861,Drama
8710,Monty Python's Life of Brian (1979),3,879446281,Comedy
8711,When Harry Met Sally... (1989),4,879454998,Comedy
8712,"Abyss, The (1989)",3,891455766,Action
8713,"Good, The Bad and The Ugly, The (1966)",4,875050827,Action
8714,"Rock, The (1996)",4,876789514,Action
8715,"Second Jungle Book: Mowgli & Baloo, The (1997)",4,881379239,Adventure
8716,"Rock, The (1996)",4,880869014,Action
8717,"Ref, The (1994)",3,885156825,Comedy
8718,"Birdcage, The (1996)",2,877909892,Comedy
8719,2001: A Space Odyssey (1968),2,885714159,Drama
8720,"Shining, The (1980)",4,892782936,Horror
8721,Cabin Boy (1994),3,883255182,Comedy
8722,Kingpin (1996),4,878438535,Comedy
8723,As Good As It Gets (1997),4,891188727,Comedy
8724,"Ice Storm, The (1997)",4,885059623,Drama
8725,Booty Call (1997),1,877137109,Comedy
8726,Big Night (1996),5,881975539,Drama
8727,"Frighteners, The (1996)",3,879722822,Comedy
8728,"Truth About Cats & Dogs, The (1996)",4,875722050,Comedy
8729,Four Weddings and a Funeral (1994),4,883949156,Comedy
8730,"Boot, Das (1981)",5,891044304,Action
8731,"Time to Kill, A (1996)",2,887158555,Drama
8732,Chasing Amy (1997),4,884196584,Drama
8733,L.A. Confidential (1997),4,879447940,Crime
8734,Star Trek: The Wrath of Khan (1982),4,874854217,Action
8735,Speechless (1994),3,879735710,Comedy
8736,"Birdcage, The (1996)",5,876544582,Comedy
8737,Two if by Sea (1996),3,888479701,Comedy
8738,Star Trek: The Wrath of Khan (1982),5,876547220,Action
8739,"Band Wagon, The (1953)",5,882425998,Comedy
8740,"Kid in King Arthur's Court, A (1995)",2,891252198,Adventure
8741,"Little Princess, A (1995)",3,875303502,Children's
8742,L.A. Confidential (1997),3,892870956,Crime
8743,Babe (1995),4,875731776,Children's
8744,Reservoir Dogs (1992),5,879361872,Crime
8745,Clear and Present Danger (1994),5,881101543,Action
8746,Men in Black (1997),4,885062519,Action
8747,Secrets & Lies (1996),3,888492147,Drama
8748,Drop Dead Fred (1991),3,888539907,Comedy
8749,Romy and Michele's High School Reunion (1997),3,879438082,Comedy
8750,Batman Forever (1995),5,879194033,Action
8751,Six Degrees of Separation (1993),3,879444805,Drama
8752,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",5,883949335,Comedy
8753,Stargate (1994),2,880473583,Action
8754,Welcome to the Dollhouse (1995),1,877886221,Comedy
8755,Mr. Smith Goes to Washington (1939),4,881107329,Drama
8756,2001: A Space Odyssey (1968),5,879634387,Drama
8757,Patton (1970),5,874874760,Drama
8758,Natural Born Killers (1994),4,880168411,Action
8759,"Tin Drum, The (Blechtrommel, Die) (1979)",3,885809291,Drama
8760,Broken Arrow (1996),2,879863031,Action
8761,It's a Wonderful Life (1946),4,878940954,Drama
8762,Once Upon a Time... When We Were Colored (1995),4,879874939,Drama
8763,Thinner (1996),3,880936233,Horror
8764,Koyaanisqatsi (1983),5,881697792,Documentary
8765,"Godfather, The (1972)",5,882386323,Action
8766,Pump Up the Volume (1990),4,885545516,Drama
8767,"Walk in the Clouds, A (1995)",2,883710186,Drama
8768,"Age of Innocence, The (1993)",4,891387227,Drama
8769,While You Were Sleeping (1995),4,891193187,Comedy
8770,Everyone Says I Love You (1996),3,891036744,Comedy
8771,Hoodlum (1997),2,882569732,Crime
8772,Get Shorty (1995),4,876526152,Action
8773,Starship Troopers (1997),3,882063367,Action
8774,Henry V (1989),3,879447968,Drama
8775,12 Angry Men (1957),4,891308968,Drama
8776,Career Girls (1997),3,891889281,Drama
8777,"Leading Man, The (1996)",1,883788511,Romance
8778,Sling Blade (1996),4,875038888,Drama
8779,Michael (1996),5,883489497,Comedy
8780,M*A*S*H (1970),2,886367066,Comedy
8781,"Edge, The (1997)",4,875920290,Adventure
8782,Clerks (1994),5,880844958,Comedy
8783,"Rock, The (1996)",3,880416219,Action
8784,Courage Under Fire (1996),3,888465290,Drama
8785,Home Alone (1990),2,891036423,Children's
8786,Nixon (1995),1,879377028,Drama
8787,Star Wars (1977),5,891356314,Action
8788,Natural Born Killers (1994),4,886481737,Action
8789,City Hall (1996),2,888905229,Drama
8790,Starship Troopers (1997),4,882960418,Action
8791,"Davy Crockett, King of the Wild Frontier (1955)",3,878848795,Western
8792,Bed of Roses (1996),4,891549901,Drama
8793,That Darn Cat! (1997),1,879633752,Children's
8794,12 Angry Men (1957),5,891249821,Drama
8795,Star Trek VI: The Undiscovered Country (1991),3,879797177,Action
8796,Bonnie and Clyde (1967),3,887038397,Crime
8797,Casino (1995),3,884066060,Drama
8798,"Crow, The (1994)",3,881694886,Action
8799,"Thousand Acres, A (1997)",4,876464830,Drama
8800,Die Hard 2 (1990),4,891387194,Action
8801,"Peacemaker, The (1997)",3,893283997,Action
8802,"Rainmaker, The (1997)",4,882569604,Drama
8803,Ayn Rand: A Sense of Life (1997),1,891710133,Documentary
8804,Paris Is Burning (1990),3,891204714,Documentary
8805,"Empire Strikes Back, The (1980)",4,879640329,Action
8806,"Great White Hype, The (1996)",4,877808260,Comedy
8807,That Thing You Do! (1996),3,874828772,Comedy
8808,Terminator 2: Judgment Day (1991),2,888557276,Action
8809,Alien 3 (1992),5,885690819,Action
8810,Twelve Monkeys (1995),2,891031259,Drama
8811,Harold and Maude (1971),4,892839929,Comedy
8812,Blues Brothers 2000 (1998),1,889289122,Action
8813,Mediterraneo (1991),3,882404460,Comedy
8814,Young Frankenstein (1974),4,879191374,Comedy
8815,"Piano, The (1993)",5,891290594,Drama
8816,Homeward Bound: The Incredible Journey (1993),3,879991403,Adventure
8817,"Devil's Own, The (1997)",3,879540720,Action
8818,GoldenEye (1995),4,879459505,Action
8819,Twelve Monkeys (1995),3,881086051,Drama
8820,Mimic (1997),2,878077967,Sci-Fi
8821,Money Talks (1997),4,879895350,Action
8822,In the Line of Fire (1993),2,879991524,Action
8823,Midnight in the Garden of Good and Evil (1997),3,891446730,Comedy
8824,"Birdcage, The (1996)",3,878438642,Comedy
8825,"Terminator, The (1984)",5,877131118,Action
8826,Toy Story (1995),3,887743611,Animation
8827,Midnight in the Garden of Good and Evil (1997),2,891489450,Comedy
8828,Evita (1996),3,880055309,Drama
8829,James and the Giant Peach (1996),3,880167132,Animation
8830,"Love Bug, The (1969)",2,884134134,Children's
8831,In the Company of Men (1997),4,879896141,Drama
8832,Return of the Jedi (1983),5,879867430,Action
8833,"Fox and the Hound, The (1981)",4,891701027,Animation
8834,Dead Man Walking (1995),3,891031309,Drama
8835,"Killing Fields, The (1984)",3,879447030,Drama
8836,Aliens (1986),5,879990492,Action
8837,Army of Darkness (1993),3,875039039,Action
8838,Shine (1996),5,886395758,Drama
8839,James and the Giant Peach (1996),3,888640305,Animation
8840,Mars Attacks! (1996),4,876823597,Action
8841,"Crow, The (1994)",4,875463551,Action
8842,Strange Days (1995),3,882426974,Action
8843,Fierce Creatures (1997),3,874829161,Comedy
8844,Young Frankenstein (1974),4,884131897,Comedy
8845,Forbidden Planet (1956),5,891251015,Sci-Fi
8846,Batman (1989),4,885253758,Action
8847,Philadelphia (1993),4,877355337,Drama
8848,Barb Wire (1996),1,878963304,Action
8849,Terminator 2: Judgment Day (1991),4,875324997,Action
8850,"English Patient, The (1996)",5,884471835,Drama
8851,Ghost (1990),3,884183063,Comedy
8852,Sleepers (1996),3,892719246,Crime
8853,Under Siege (1992),3,885157230,Action
8854,Forrest Gump (1994),4,882592041,Comedy
8855,Blade Runner (1982),1,885547952,Film-Noir
8856,Renaissance Man (1994),3,880308871,Comedy
8857,True Lies (1994),3,880844834,Action
8858,Kalifornia (1993),1,875223813,Drama
8859,Raiders of the Lost Ark (1981),5,891283209,Action
8860,"Craft, The (1996)",3,891032899,Drama
8861,"Net, The (1995)",5,884035992,Sci-Fi
