id,name,age,score,category
"7491,""Silence of the Lambs, The (1991)"",25,5.0,Drama"
7492,Nightwatch (1997),21,3.0,Horror
7493,Seven Years in Tibet (1997),24,4.0,Drama
7494,High Noon (1952),23,4.0,Western
"7495,""Big Sleep, The (1946)"",32,3.0,Film-Noir"
7496,Naked Gun 33 1/3: The Final Insult (1994),21,3.0,Comedy
7497,Breakfast at Tiffany's (1961),22,4.0,Drama
7498,Monty Python and the Holy Grail (1974),17,3.0,Comedy
"7499,""Tango Lesson, The (1997)"",60,3.0,Romance"
7500,Something to Talk About (1995),27,1.0,Comedy
7501,Event Horizon (1997),47,4.0,Action
7502,Nikita (La Femme Nikita) (1990),19,4.0,Thriller
"7503,""Madness of King George, The (1994)"",32,3.0,Drama"
"7504,""Edge, The (1997)"",47,4.0,Adventure"
7505,Terminator 2: Judgment Day (1991),27,3.0,Action
7506,Seven Years in Tibet (1997),34,4.0,Drama
7507,As Good As It Gets (1997),30,5.0,Comedy
7508,Primal Fear (1996),51,3.0,Drama
"7509,""Brothers McMullen, The (1995)"",24,3.0,Comedy"
7510,Matilda (1996),27,3.0,Children's
"7511,""Wrong Trousers, The (1993)"",44,4.0,Animation"
"7512,""Paper, The (1994)"",19,4.0,Comedy"
7513,Shine (1996),27,5.0,Drama
7514,Scream (1996),26,4.0,Horror
7515,Phenomenon (1996),20,4.0,Drama
7516,Stealing Beauty (1996),23,4.0,Drama
"7517,""Birds, The (1963)"",27,3.0,Horror"
"7518,""Remains of the Day, The (1993)"",39,4.0,Drama"
"7519,""River Wild, The (1994)"",49,4.0,Action"
7520,Dances with Wolves (1990),20,5.0,Adventure
7521,Hamlet (1996),24,4.0,Drama
7522,Scream 2 (1997),19,5.0,Horror
"7523,""Quick and the Dead, The (1995)"",14,5.0,Action"
7524,Mother (1996),60,3.0,Comedy
7525,Highlander (1986),57,3.0,Action
7526,William Shakespeare's Romeo and Juliet (1996),52,4.0,Drama
7527,Trainspotting (1996),19,5.0,Drama
7528,Kids (1995),21,4.0,Drama
"7529,""Shining, The (1980)"",36,5.0,Horror"
7530,Star Trek: The Wrath of Khan (1982),21,4.0,Action
"7531,""Nightmare Before Christmas, The (1993)"",30,3.0,Children's"
"7532,""Usual Suspects, The (1995)"",30,3.0,Crime"
7533,Miracle on 34th Street (1994),33,4.0,Drama
7534,Unforgiven (1992),34,5.0,Western
"7535,""Truth About Cats & Dogs, The (1996)"",51,4.0,Comedy"
7536,Nine Months (1995),39,4.0,Comedy
7537,Sabrina (1995),26,5.0,Comedy
"7538,""Lion King, The (1994)"",27,3.0,Animation"
"7539,""River Wild, The (1994)"",53,3.0,Action"
7540,Taxi Driver (1976),22,4.0,Drama
7541,Mary Poppins (1964),15,4.0,Children's
"7542,""Basketball Diaries, The (1995)"",55,3.0,Drama"
7543,Executive Decision (1996),33,5.0,Action
"7544,""Empire Strikes Back, The (1980)"",35,4.0,Action"
7545,Babe (1995),23,3.0,Children's
"7546,""Lost World: Jurassic Park, The (1997)"",22,4.0,Action"
7547,Menace II Society (1993),25,4.0,Action
7548,Kiss of Death (1995),20,3.0,Crime
"7549,""Silence of the Lambs, The (1991)"",20,4.0,Drama"
7550,Sense and Sensibility (1995),35,4.0,Drama
7551,Naked Gun 33 1/3: The Final Insult (1994),25,2.0,Comedy
7552,L.A. Confidential (1997),29,5.0,Crime
7553,It's a Wonderful Life (1946),29,3.0,Drama
7554,Return of the Jedi (1983),29,3.0,Action
7555,In the Name of the Father (1993),52,4.0,Drama
7556,Toy Story (1995),21,5.0,Animation
7557,Casablanca (1942),25,5.0,Drama
7558,Brazil (1985),33,5.0,Sci-Fi
7559,Duck Soup (1933),36,5.0,Comedy
7560,Psycho (1960),36,5.0,Horror
7561,Natural Born Killers (1994),20,5.0,Action
7562,Everyone Says I Love You (1996),56,4.0,Comedy
7563,Crimson Tide (1995),32,4.0,Drama
7564,Evita (1996),21,3.0,Drama
7565,Indiana Jones and the Last Crusade (1989),42,3.0,Action
7566,In the Name of the Father (1993),51,3.0,Drama
"7567,""Nutty Professor, The (1996)"",24,2.0,Comedy"
7568,Cape Fear (1991),36,3.0,Thriller
"7569,""Maltese Falcon, The (1941)"",27,4.0,Film-Noir"
7570,Conspiracy Theory (1997),33,3.0,Action
"7571,""Fifth Element, The (1997)"",28,1.0,Action"
7572,Maverick (1994),19,3.0,Action
7573,Psycho (1960),32,4.0,Horror
7574,Babe (1995),30,5.0,Children's
7575,Wolf (1994),20,2.0,Drama
7576,George of the Jungle (1997),33,3.0,Children's
7577,Chasing Amy (1997),60,2.0,Drama
7578,Willy Wonka and the Chocolate Factory (1971),42,2.0,Adventure
7579,Jimmy Hollywood (1994),47,3.0,Comedy
7580,Dragonheart (1996),17,3.0,Action
7581,Dead Man Walking (1995),46,3.0,Drama
"7582,""Perfect World, A (1993)"",33,4.0,Action"
7583,Mystery Science Theater 3000: The Movie (1996),28,4.0,Comedy
7584,Nell (1994),19,4.0,Drama
"7585,""Hudsucker Proxy, The (1994)"",18,4.0,Comedy"
7586,Thinner (1996),47,1.0,Horror
"7587,""Postino, Il (1994)"",25,4.0,Drama"
7588,Beauty and the Beast (1991),41,3.0,Animation
7589,Liar Liar (1997),16,4.0,Comedy
7590,Like Water For Chocolate (Como agua para chocolate) (1992),38,4.0,Drama
"7591,""Birdcage, The (1996)"",35,2.0,Comedy"
"7592,""Silence of the Lambs, The (1991)"",55,5.0,Drama"
7593,Grosse Pointe Blank (1997),35,4.0,Comedy
7594,Good Will Hunting (1997),23,4.0,Drama
7595,Stand by Me (1986),22,5.0,Adventure
"7596,""Arrival, The (1996)"",28,4.0,Action"
7597,Ponette (1996),37,4.0,Drama
7598,2001: A Space Odyssey (1968),61,4.0,Drama
7599,Tales From the Crypt Presents: Demon Knight (1995),33,3.0,Horror
7600,Down Periscope (1996),20,2.0,Comedy
7601,Mystery Science Theater 3000: The Movie (1996),31,4.0,Comedy
"7602,""Terminator, The (1984)"",27,4.0,Action"
"7603,""Bronx Tale, A (1993)"",50,3.0,Drama"
7604,Young Frankenstein (1974),20,4.0,Comedy
7605,Romeo Is Bleeding (1993),28,3.0,Crime
7606,Heat (1995),27,2.0,Action
7607,Searching for Bobby Fischer (1993),29,3.0,Drama
7608,My Left Foot (1989),44,4.0,Drama
7609,Stripes (1981),35,3.0,Comedy
"7610,""Fifth Element, The (1997)"",29,1.0,Action"
7611,Speed (1994),19,4.0,Action
"7612,""First Wives Club, The (1996)"",60,3.0,Comedy"
7613,Hackers (1995),20,3.0,Action
7614,Crooklyn (1994),44,2.0,Comedy
7615,Gattaca (1997),29,4.0,Drama
"7616,""Birdcage, The (1996)"",32,5.0,Comedy"
7617,Fallen (1998),20,4.0,Action
7618,Everyone Says I Love You (1996),49,3.0,Comedy
7619,Escape from New York (1981),31,3.0,Action
7620,Apocalypse Now (1979),42,4.0,Drama
"7621,""Fish Called Wanda, A (1988)"",57,3.0,Comedy"
"7622,""Graduate, The (1967)"",27,4.0,Drama"
7623,Red Rock West (1992),27,2.0,Thriller
7624,Home for the Holidays (1995),22,5.0,Drama
7625,Don Juan DeMarco (1995),20,4.0,Comedy
7626,Starship Troopers (1997),22,2.0,Action
"7627,""Sting, The (1973)"",44,4.0,Comedy"
7628,Reservoir Dogs (1992),23,4.0,Crime
"7629,""Little Princess, A (1995)"",40,3.0,Children's"
7630,Apollo 13 (1995),20,5.0,Action
7631,Love Jones (1997),30,4.0,Romance
7632,Seven (Se7en) (1995),26,5.0,Crime
7633,Die Hard: With a Vengeance (1995),26,3.0,Action
7634,Jaws (1975),21,3.0,Action
7635,Raising Arizona (1987),51,3.0,Comedy
7636,Harriet the Spy (1996),32,3.0,Children's
7637,Terminator 2: Judgment Day (1991),25,4.0,Action
7638,Mr. Holland's Opus (1995),21,3.0,Drama
7639,Return of the Jedi (1983),39,4.0,Action
7640,Men in Black (1997),30,3.0,Action
7641,Batman Returns (1992),26,2.0,Action
"7642,""Nightmare on Elm Street, A (1984)"",49,5.0,Horror"
7643,Money Talks (1997),22,1.0,Action
"7644,""MatchMaker, The (1997)"",48,3.0,Comedy"
"7645,""Boot, Das (1981)"",47,4.0,Action"
7646,Men in Black (1997),16,5.0,Action
"7647,""Candidate, The (1972)"",36,3.0,Drama"
7648,Hercules (1997),18,4.0,Adventure
"7649,""Crucible, The (1996)"",18,3.0,Drama"
"7650,""Man Who Knew Too Little, The (1997)"",31,4.0,Comedy"
"7651,""Life Less Ordinary, A (1997)"",30,2.0,Romance"
7652,L.A. Confidential (1997),25,5.0,Crime
7653,Dragonheart (1996),19,3.0,Action
"7654,""Family Thing, A (1996)"",29,3.0,Comedy"
7655,Scream (1996),48,1.0,Horror
"7656,""Princess Bride, The (1987)"",36,4.0,Action"
7657,Spawn (1997),24,5.0,Action
7658,Die Hard: With a Vengeance (1995),23,1.0,Action
"7659,""Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"",30,3.0,Horror"
7660,Homeward Bound II: Lost in San Francisco (1996),36,4.0,Adventure
7661,Dave (1993),38,3.0,Comedy
7662,Die Hard 2 (1990),33,4.0,Action
"7663,""Sting, The (1973)"",24,4.0,Comedy"
7664,Real Genius (1985),32,3.0,Comedy
7665,Bonnie and Clyde (1967),52,4.0,Crime
7666,Alien: Resurrection (1997),37,2.0,Action
7667,In the Line of Fire (1993),37,4.0,Action
7668,Searching for Bobby Fischer (1993),46,5.0,Drama
7669,Short Cuts (1993),42,3.0,Drama
"7670,""Saint, The (1997)"",32,3.0,Action"
"7671,""Relic, The (1997)"",27,4.0,Horror"
7672,Jumanji (1995),40,4.0,Action
"7673,""Lion King, The (1994)"",14,5.0,Animation"
7674,Big Night (1996),50,5.0,Drama
"7675,""Fox and the Hound, The (1981)"",38,3.0,Animation"
"7676,""Wrong Trousers, The (1993)"",28,5.0,Animation"
7677,Star Trek: The Wrath of Khan (1982),27,5.0,Action
7678,Independence Day (ID4) (1996),27,2.0,Action
7679,Die Hard 2 (1990),20,3.0,Action
7680,Anaconda (1997),40,2.0,Action
7681,Platoon (1986),39,4.0,Drama
7682,Body Snatchers (1993),31,1.0,Horror
"7683,""Room with a View, A (1986)"",49,4.0,Drama"
"7684,""Saint, The (1997)"",27,5.0,Action"
7685,Jackie Brown (1997),26,3.0,Crime
"7686,""Killing Fields, The (1984)"",31,3.0,Drama"
7687,Raiders of the Lost Ark (1981),48,5.0,Action
"7688,""Trigger Effect, The (1996)"",34,3.0,Drama"
"7689,""Getaway, The (1994)"",25,2.0,Action"
7690,Better Off Dead... (1985),27,4.0,Comedy
7691,Sense and Sensibility (1995),28,5.0,Drama
"7692,""Killing Fields, The (1984)"",22,1.0,Drama"
7693,Star Wars (1977),50,5.0,Action
7694,Body Snatchers (1993),30,2.0,Horror
7695,Top Gun (1986),51,4.0,Action
7696,Jerry Maguire (1996),32,3.0,Drama
7697,Schindler's List (1993),51,5.0,Drama
7698,Star Wars (1977),53,3.0,Action
7699,Priest (1994),48,5.0,Drama
7700,Rudy (1993),30,4.0,Drama
7701,Alice in Wonderland (1951),40,3.0,Animation
7702,Fargo (1996),26,4.0,Crime
7703,Titanic (1997),43,5.0,Action
7704,Men in Black (1997),65,4.0,Action
7705,Cop Land (1997),30,5.0,Crime
7706,Mr. Smith Goes to Washington (1939),24,4.0,Drama
7707,Pinocchio (1940),25,3.0,Animation
7708,Mars Attacks! (1996),35,3.0,Action
7709,Blade Runner (1982),24,5.0,Film-Noir
7710,Courage Under Fire (1996),33,4.0,Drama
"7711,""Wizard of Oz, The (1939)"",26,3.0,Adventure"
"7712,""Crow, The (1994)"",27,3.0,Action"
7713,Grosse Pointe Blank (1997),22,1.0,Comedy
7714,Reckless (1995),22,1.0,Comedy
7715,Matilda (1996),26,4.0,Children's
7716,Little Women (1994),21,3.0,Drama
"7717,""Frighteners, The (1996)"",44,3.0,Comedy"
"7718,""Body Snatcher, The (1945)"",38,2.0,Horror"
7719,Dances with Wolves (1990),25,4.0,Adventure
7720,Die Hard (1988),23,3.0,Action
7721,Rosewood (1997),44,5.0,Drama
"7722,""Game, The (1997)"",48,4.0,Mystery"
7723,Raiders of the Lost Ark (1981),24,5.0,Action
7724,Everyone Says I Love You (1996),21,3.0,Comedy
7725,Star Wars (1977),50,5.0,Action
"7726,""Big Squeeze, The (1996)"",26,1.0,Comedy"
7727,Dangerous Minds (1995),33,3.0,Drama
7728,Being There (1979),40,5.0,Comedy
"7729,""Silence of the Lambs, The (1991)"",48,4.0,Drama"
7730,Speed (1994),40,5.0,Action
"7731,""Fugitive, The (1993)"",21,5.0,Action"
7732,Blade Runner (1982),26,3.0,Film-Noir
7733,My Left Foot (1989),50,4.0,Drama
"7734,""To Wong Foo, Thanks for Everything! Julie Newmar (1995)"",25,4.0,Comedy"
7735,Broken Arrow (1996),30,4.0,Action
7736,Naked (1993),21,5.0,Drama
7737,Tombstone (1993),18,5.0,Western
7738,Nine Months (1995),22,2.0,Comedy
7739,Murder at 1600 (1997),34,3.0,Mystery
7740,Powder (1995),28,4.0,Drama
"7741,""Mirror Has Two Faces, The (1996)"",26,3.0,Comedy"
7742,Maverick (1994),31,4.0,Action
7743,GoldenEye (1995),27,3.0,Action
"7744,""Fish Called Wanda, A (1988)"",25,5.0,Comedy"
7745,Sneakers (1992),61,4.0,Crime
7746,Get Shorty (1995),27,5.0,Action
7747,Grumpier Old Men (1995),39,3.0,Comedy
"7748,""Sound of Music, The (1965)"",32,2.0,Musical"
7749,Vertigo (1958),33,2.0,Mystery
7750,Highlander (1986),29,4.0,Action
7751,Murder at 1600 (1997),30,3.0,Mystery
7752,Aliens (1986),32,4.0,Action
7753,Boogie Nights (1997),65,4.0,Drama
7754,Dante's Peak (1997),31,4.0,Action
7755,L.A. Confidential (1997),24,4.0,Crime
7756,What's Eating Gilbert Grape (1993),51,3.0,Comedy
"7757,""Santa Clause, The (1994)"",31,3.0,Children's"
7758,Schindler's List (1993),22,5.0,Drama
7759,Judgment Night (1993),28,3.0,Action
7760,Jungle2Jungle (1997),13,2.0,Children's
7761,Some Like It Hot (1959),27,4.0,Comedy
"7762,""Quiet Man, The (1952)"",30,5.0,Comedy"
7763,In the Company of Men (1997),47,4.0,Drama
"7764,""Graduate, The (1967)"",51,5.0,Drama"
"7765,""Fifth Element, The (1997)"",39,1.0,Action"
7766,Miller's Crossing (1990),38,4.0,Drama
7767,Star Trek V: The Final Frontier (1989),31,4.0,Action
7768,Some Kind of Wonderful (1987),29,4.0,Drama
7769,E.T. the Extra-Terrestrial (1982),48,4.0,Children's
7770,Sirens (1994),52,3.0,Comedy
7771,Bonnie and Clyde (1967),44,5.0,Crime
7772,Eraser (1996),29,3.0,Action
7773,To Kill a Mockingbird (1962),41,5.0,Drama
7774,Gattaca (1997),53,3.0,Drama
7775,Independence Day (ID4) (1996),20,5.0,Action
7776,2 Days in the Valley (1996),28,3.0,Crime
7777,E.T. the Extra-Terrestrial (1982),24,2.0,Children's
7778,Blade Runner (1982),32,4.0,Film-Noir
7779,Psycho (1960),30,4.0,Horror
7780,Schindler's List (1993),34,4.0,Drama
7781,Hot Shots! Part Deux (1993),23,4.0,Action
7782,Tales from the Hood (1995),47,1.0,Comedy
7783,Meet Me in St. Louis (1944),48,3.0,Musical
"7784,""Rainmaker, The (1997)"",25,4.0,Drama"
7785,French Twist (Gazon maudit) (1995),26,1.0,Comedy
"7786,""First Wives Club, The (1996)"",35,4.0,Comedy"
"7787,""Specialist, The (1994)"",35,3.0,Action"
7788,Hercules (1997),35,4.0,Adventure
"7789,""Lion King, The (1994)"",44,4.0,Animation"
"7790,""Sting, The (1973)"",30,4.0,Comedy"
7791,Palmetto (1998),55,4.0,Film-Noir
7792,Mr. Holland's Opus (1995),25,3.0,Drama
7793,Volcano (1997),20,4.0,Drama
7794,Gone with the Wind (1939),35,5.0,Drama
7795,Ransom (1996),32,2.0,Drama
"7796,""Terminator, The (1984)"",21,5.0,Action"
7797,Richard III (1995),38,4.0,Drama
7798,Kiss the Girls (1997),32,1.0,Crime
7799,Cape Fear (1991),31,5.0,Thriller
7800,Mr. Holland's Opus (1995),20,4.0,Drama
7801,Calendar Girl (1993),22,2.0,Drama
7802,Cold Comfort Farm (1995),39,4.0,Comedy
"7803,""Substitute, The (1996)"",28,1.0,Action"
"7804,""Seventh Seal, The (Sjunde inseglet, Det) (1957)"",19,4.0,Drama"
7805,Fried Green Tomatoes (1991),33,4.0,Drama
7806,Ruby in Paradise (1993),35,4.0,Drama
7807,Murder at 1600 (1997),26,3.0,Mystery
7808,Daylight (1996),22,3.0,Action
7809,Singin' in the Rain (1952),49,3.0,Musical
7810,Star Trek: The Motion Picture (1979),20,2.0,Action
7811,Unstrung Heroes (1995),24,3.0,Comedy
7812,Army of Darkness (1993),20,3.0,Action
7813,My Left Foot (1989),65,5.0,Drama
7814,Great Expectations (1998),51,4.0,Drama
7815,Space Jam (1996),18,3.0,Adventure
7816,Money Train (1995),19,1.0,Action
"7817,""Silence of the Lambs, The (1991)"",36,5.0,Drama"
"7818,""Shawshank Redemption, The (1994)"",24,4.0,Drama"
"7819,""Doors, The (1991)"",27,2.0,Drama"
7820,Primal Fear (1996),57,3.0,Drama
7821,It Happened One Night (1934),41,5.0,Comedy
7822,Only You (1994),19,4.0,Comedy
7823,Mission: Impossible (1996),57,3.0,Action
7824,Wings of Desire (1987),37,4.0,Comedy
7825,Star Trek: First Contact (1996),39,3.0,Action
"7826,""Howling, The (1981)"",33,1.0,Comedy"
7827,Before Sunrise (1995),50,3.0,Drama
7828,Contact (1997),32,5.0,Drama
7829,Calendar Girl (1993),27,3.0,Drama
"7830,""Streetcar Named Desire, A (1951)"",29,4.0,Drama"
7831,Pink Floyd - The Wall (1982),33,4.0,Drama
7832,Legends of the Fall (1994),22,1.0,Drama
7833,Alien 3 (1992),22,4.0,Action
"7834,""Crow, The (1994)"",27,3.0,Action"
7835,Twelve Monkeys (1995),17,4.0,Drama
7836,Get Shorty (1995),20,2.0,Action
7837,Spice World (1997),28,4.0,Comedy
7838,Singin' in the Rain (1952),24,3.0,Musical
7839,Fried Green Tomatoes (1991),48,4.0,Drama
"7840,""Pillow Book, The (1995)"",36,3.0,Drama"
7841,Down Periscope (1996),49,1.0,Comedy
7842,Bram Stoker's Dracula (1992),35,3.0,Horror
7843,Dead Poets Society (1989),47,4.0,Drama
7844,Star Trek VI: The Undiscovered Country (1991),37,4.0,Action
"7845,""Lost World: Jurassic Park, The (1997)"",24,3.0,Action"
7846,Leaving Las Vegas (1995),23,4.0,Drama
7847,Jerry Maguire (1996),24,5.0,Drama
"7848,""Fifth Element, The (1997)"",31,4.0,Action"
"7849,""Lost World: Jurassic Park, The (1997)"",40,4.0,Action"
7850,Dolores Claiborne (1994),25,4.0,Drama
"7851,""Wedding Singer, The (1998)"",35,4.0,Comedy"
7852,Last Dance (1996),36,1.0,Drama
"7853,""Lost World: Jurassic Park, The (1997)"",20,5.0,Action"
7854,Little Women (1994),33,4.0,Drama
7855,Mr. Holland's Opus (1995),22,3.0,Drama
7856,Orlando (1993),33,3.0,Drama
"7857,""City of Lost Children, The (1995)"",47,4.0,Adventure"
7858,Forrest Gump (1994),35,3.0,Comedy
"7859,""River Wild, The (1994)"",20,4.0,Action"
7860,North by Northwest (1959),28,3.0,Comedy
7861,Air Force One (1997),55,4.0,Action
7862,Cliffhanger (1993),17,2.0,Action
7863,Tin Cup (1996),35,3.0,Comedy
7864,Emma (1996),42,4.0,Drama
7865,2001: A Space Odyssey (1968),32,4.0,Drama
"7866,""Craft, The (1996)"",44,3.0,Drama"
7867,Gattaca (1997),60,4.0,Drama
"7868,""Net, The (1995)"",17,3.0,Sci-Fi"
7869,Pink Floyd - The Wall (1982),26,5.0,Drama
7870,Independence Day (ID4) (1996),19,3.0,Action
7871,Judgment Night (1993),32,3.0,Action
"7872,""People vs. Larry Flynt, The (1996)"",13,4.0,Drama"
7873,Alien (1979),29,3.0,Action
"7874,""Crying Game, The (1992)"",28,3.0,Action"
7875,Dead Man (1995),26,5.0,Western
7876,Private Parts (1997),32,4.0,Comedy
7877,While You Were Sleeping (1995),43,3.0,Comedy
"7878,""Blues Brothers, The (1980)"",50,5.0,Action"
7879,Aliens (1986),30,4.0,Action
7880,Brazil (1985),23,4.0,Sci-Fi
"7881,""Terminator, The (1984)"",19,3.0,Action"
7882,Blade Runner (1982),21,5.0,Film-Noir
"7883,""Grifters, The (1990)"",28,2.0,Crime"
7884,Harold and Maude (1971),22,4.0,Comedy
7885,Private Parts (1997),29,3.0,Comedy
7886,Groundhog Day (1993),22,3.0,Comedy
7887,Sling Blade (1996),19,4.0,Drama
"7888,""Preacher's Wife, The (1996)"",31,1.0,Drama"
7889,William Shakespeare's Romeo and Juliet (1996),18,5.0,Drama
7890,Nine Months (1995),19,2.0,Comedy
7891,City Slickers II: The Legend of Curly's Gold (1994),25,3.0,Comedy
"7892,""Piano, The (1993)"",56,3.0,Drama"
"7893,""Clockwork Orange, A (1971)"",30,4.0,Sci-Fi"
"7894,""Rock, The (1996)"",27,1.0,Action"
7895,Species (1995),19,4.0,Sci-Fi
7896,Aladdin (1992),21,2.0,Animation
7897,Burnt By the Sun (1994),28,5.0,Drama
7898,Amistad (1997),38,3.0,Drama
7899,Money Talks (1997),55,4.0,Action
"7900,""Fifth Element, The (1997)"",57,4.0,Action"
7901,Mr. Smith Goes to Washington (1939),40,4.0,Drama
"7902,""39 Steps, The (1935)"",39,5.0,Thriller"
7903,Top Gun (1986),18,3.0,Action
7904,Rising Sun (1993),51,3.0,Action
7905,Star Trek V: The Final Frontier (1989),32,1.0,Action
7906,City Slickers II: The Legend of Curly's Gold (1994),19,2.0,Comedy
7907,Down Periscope (1996),31,4.0,Comedy
"7908,""Thousand Acres, A (1997)"",24,4.0,Drama"
7909,L.A. Confidential (1997),21,3.0,Crime
7910,Waterworld (1995),30,1.0,Action
7911,Village of the Damned (1995),42,3.0,Horror
7912,Rebecca (1940),35,5.0,Romance
7913,Scream (1996),27,4.0,Horror
7914,Dead Poets Society (1989),39,3.0,Drama
7915,Ma vie en rose (My Life in Pink) (1997),29,5.0,Comedy
"7916,""Sting, The (1973)"",28,4.0,Comedy"
7917,Primal Fear (1996),20,4.0,Drama
"7918,""Program, The (1993)"",20,2.0,Action"
7919,Grease (1978),22,5.0,Comedy
"7920,""Spitfire Grill, The (1996)"",49,4.0,Drama"
7921,Aladdin (1992),27,4.0,Animation
"7922,""Rock, The (1996)"",24,4.0,Action"
"7923,""Endless Summer 2, The (1994)"",47,3.0,Documentary"
"7924,""Rock, The (1996)"",26,4.0,Action"
7925,Father of the Bride Part II (1995),25,1.0,Comedy
7926,High School High (1996),19,2.0,Comedy
"7927,""Deer Hunter, The (1978)"",57,5.0,Drama"
7928,Pink Floyd - The Wall (1982),29,2.0,Drama
"7929,""Juror, The (1996)"",30,1.0,Drama"
7930,Pretty Woman (1990),17,4.0,Comedy
"7931,""Magnificent Seven, The (1954)"",30,4.0,Action"
"7932,""Adventures of Priscilla, Queen of the Desert, The (1994)"",60,5.0,Comedy"
7933,Courage Under Fire (1996),36,4.0,Drama
"7934,""Devil's Advocate, The (1997)"",23,4.0,Crime"
7935,Marvin's Room (1996),59,4.0,Drama
7936,Rosewood (1997),23,1.0,Drama
7937,Bed of Roses (1996),49,1.0,Drama
7938,Happy Gilmore (1996),30,3.0,Comedy
7939,Fargo (1996),24,5.0,Crime
7940,Indiana Jones and the Last Crusade (1989),20,4.0,Action
7941,Pulp Fiction (1994),28,5.0,Crime
7942,In the Name of the Father (1993),33,4.0,Drama
"7943,""Thin Man, The (1934)"",53,4.0,Mystery"
7944,Rear Window (1954),24,5.0,Mystery
7945,Homeward Bound: The Incredible Journey (1993),28,3.0,Adventure
7946,Fargo (1996),24,5.0,Crime
7947,Drop Dead Fred (1991),29,2.0,Comedy
7948,Jaws (1975),29,3.0,Action
7949,Candyman (1992),20,5.0,Horror
"7950,""Great Escape, The (1963)"",25,5.0,Adventure"
7951,Things to Do in Denver when You're Dead (1995),40,4.0,Crime
7952,Tomorrow Never Dies (1997),57,3.0,Action
"7953,""Return of the Pink Panther, The (1974)"",53,4.0,Comedy"
7954,Kama Sutra: A Tale of Love (1996),42,3.0,Romance
7955,In Love and War (1996),25,4.0,Romance
"7956,""Professional, The (1994)"",25,4.0,Crime"
7957,Dances with Wolves (1990),22,3.0,Adventure
"7958,""Fugitive, The (1993)"",37,5.0,Action"
"7959,""Preacher's Wife, The (1996)"",30,1.0,Drama"
7960,Like Water For Chocolate (Como agua para chocolate) (1992),43,2.0,Drama
7961,Sense and Sensibility (1995),35,5.0,Drama
"7962,""Amityville Horror, The (1979)"",30,3.0,Horror"
7963,Jack and Sarah (1995),46,2.0,Romance
7964,Mr. Holland's Opus (1995),40,4.0,Drama
7965,Washington Square (1997),16,1.0,Drama
7966,Star Trek: First Contact (1996),51,3.0,Action
7967,Fargo (1996),21,4.0,Crime
7968,Three Colors: Red (1994),29,5.0,Drama
"7969,""Birdcage, The (1996)"",27,2.0,Comedy"
7970,Blade Runner (1982),36,4.0,Film-Noir
7971,Speed (1994),18,5.0,Action
7972,12 Angry Men (1957),50,5.0,Drama
7973,3 Ninjas: High Noon At Mega Mountain (1998),47,1.0,Action
7974,One Flew Over the Cuckoo's Nest (1975),27,5.0,Drama
7975,Quiz Show (1994),30,4.0,Drama
7976,Dave (1993),29,4.0,Comedy
7977,Jurassic Park (1993),38,3.0,Action
7978,Roman Holiday (1953),25,5.0,Comedy
"7979,""Fast, Cheap & Out of Control (1997)"",27,5.0,Documentary"
7980,Amistad (1997),50,4.0,Drama
7981,Romy and Michele's High School Reunion (1997),34,3.0,Comedy
7982,It's a Wonderful Life (1946),29,5.0,Drama
7983,All About Eve (1950),38,5.0,Drama
"7984,""Full Monty, The (1997)"",13,4.0,Comedy"
7985,Exotica (1994),44,4.0,Drama
"7986,""Rock, The (1996)"",11,4.0,Action"
7987,Pulp Fiction (1994),27,5.0,Crime
7988,L.A. Confidential (1997),27,5.0,Crime
7989,Jerry Maguire (1996),42,4.0,Drama
7990,Anastasia (1997),29,2.0,Animation
7991,Heaven's Prisoners (1996),25,2.0,Mystery
"7992,""Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"",57,3.0,Comedy"
7993,Local Hero (1983),38,3.0,Comedy
7994,Fargo (1996),58,5.0,Crime
7995,Notorious (1946),24,5.0,Film-Noir
7996,187 (1997),19,3.0,Drama
7997,Stargate (1994),40,2.0,Action
"7998,""Clockwork Orange, A (1971)"",51,4.0,Sci-Fi"
7999,Con Air (1997),24,3.0,Action
8000,Austin Powers: International Man of Mystery (1997),24,4.0,Comedy
8001,Contact (1997),35,4.0,Drama
8002,Back to the Future (1985),45,5.0,Comedy
8003,Apt Pupil (1998),30,3.0,Drama
8004,Leaving Las Vegas (1995),22,3.0,Drama
8005,Indiana Jones and the Last Crusade (1989),19,5.0,Action
8006,Seven (Se7en) (1995),20,3.0,Crime
8007,Arsenic and Old Lace (1944),24,5.0,Comedy
8008,Jackie Brown (1997),29,3.0,Crime
8009,Dumbo (1941),38,3.0,Animation
"8010,""Princess Bride, The (1987)"",39,5.0,Action"
"8011,""Pallbearer, The (1996)"",15,2.0,Comedy"
"8012,""20,000 Leagues Under the Sea (1954)"",41,4.0,Adventure"
8013,Psycho (1960),44,4.0,Horror
8014,Boomerang (1992),28,4.0,Comedy
8015,Demolition Man (1993),43,4.0,Action
8016,Hear My Song (1991),36,3.0,Comedy
8017,Touch of Evil (1958),35,4.0,Crime
8018,Father of the Bride Part II (1995),25,3.0,Comedy
8019,Escape from L.A. (1996),34,1.0,Action
8020,GoodFellas (1990),30,5.0,Crime
8021,Strange Days (1995),45,4.0,Action
8022,Benny & Joon (1993),45,3.0,Comedy
